id,project_a,project_b,weight_a,weight_b,stars_a,forks_a,open_issues_a,open_pulls_a,stars_b,forks_b,open_issues_b,open_pulls_b
69,https://github.com/walletconnect/walletconnect-monorepo,https://github.com/postcss/postcss,0.00106269926,0.99893730074,1483.0,727.0,30.0,20.0,28602.0,1565.0,25.0,1.0
72,https://github.com/walletconnect/walletconnect-monorepo,https://github.com/babel/babel,1.38e-05,0.9999862,1483.0,727.0,30.0,20.0,43344.0,5653.0,30.0,30.0
73,https://github.com/walletconnect/walletconnect-monorepo,https://github.com/vuejs/vue,5.14e-05,0.9999486,1483.0,727.0,30.0,20.0,208223.0,33686.0,30.0,30.0
75,https://github.com/walletconnect/walletconnect-monorepo,https://github.com/ajv-validator/ajv,0.00041373604,0.99958626396,1483.0,727.0,30.0,20.0,13951.0,886.0,30.0,30.0
76,https://github.com/walletconnect/walletconnect-monorepo,https://github.com/cssnano/cssnano,0.0015128593,0.9984871407,1483.0,727.0,30.0,20.0,4815.0,319.0,30.0,6.0
78,https://github.com/walletconnect/walletconnect-monorepo,https://github.com/mochajs/mocha,0.00021463833,0.99978536167,1483.0,727.0,30.0,20.0,22659.0,3015.0,30.0,18.0
79,https://github.com/walletconnect/walletconnect-monorepo,https://github.com/go-task/slim-sprig,0.00366300366,0.99633699634,1483.0,727.0,30.0,20.0,63.0,15.0,9.0,2.0
80,https://github.com/walletconnect/walletconnect-monorepo,https://github.com/tokio-rs/tokio,5.11e-05,0.9999489,1483.0,727.0,30.0,20.0,27502.0,2522.0,30.0,30.0
82,https://github.com/walletconnect/walletconnect-monorepo,https://github.com/facebook/react,0.01315789474,0.98684210526,1483.0,727.0,30.0,20.0,230898.0,47265.0,30.0,30.0
83,https://github.com/walletconnect/walletconnect-monorepo,https://github.com/node-fetch/node-fetch,0.00609756098,0.99390243902,1483.0,727.0,30.0,20.0,8814.0,1032.0,30.0,30.0
84,https://github.com/walletconnect/walletconnect-monorepo,https://github.com/import-js/eslint-plugin-import,0.0027700831,0.9972299169,1483.0,727.0,30.0,20.0,5606.0,1572.0,30.0,30.0
85,https://github.com/walletconnect/walletconnect-monorepo,https://github.com/chzyer/readline,0.1,0.9,1483.0,727.0,30.0,20.0,2105.0,281.0,30.0,30.0
86,https://github.com/walletconnect/walletconnect-monorepo,https://github.com/pnpm/cmd-shim,0.00038211693,0.99961788307,1483.0,727.0,30.0,20.0,14.0,11.0,7.0,2.0
87,https://github.com/walletconnect/walletconnect-monorepo,https://github.com/electron/electron,0.00111111111,0.99888888889,1483.0,727.0,30.0,20.0,114977.0,15674.0,30.0,30.0
90,https://github.com/walletconnect/walletconnect-monorepo,https://github.com/browserslist/browserslist,0.00100401606,0.99899598394,1483.0,727.0,30.0,20.0,13094.0,721.0,30.0,6.0
91,https://github.com/walletconnect/walletconnect-monorepo,https://github.com/debug-js/debug,0.00196078431,0.99803921569,1483.0,727.0,30.0,20.0,11186.0,943.0,30.0,20.0
92,https://github.com/walletconnect/walletconnect-monorepo,https://github.com/immerjs/immer,0.00305810398,0.99694189602,1483.0,727.0,30.0,20.0,27910.0,852.0,30.0,20.0
93,https://github.com/walletconnect/walletconnect-monorepo,https://github.com/sindresorhus/type-fest,4.18e-05,0.9999582,1483.0,727.0,30.0,20.0,14615.0,568.0,30.0,11.0
95,https://github.com/walletconnect/walletconnect-monorepo,https://github.com/marak/colors.js,8.58e-05,0.9999142,1483.0,727.0,30.0,20.0,5177.0,449.0,30.0,19.0
96,https://github.com/walletconnect/walletconnect-monorepo,https://github.com/axios/axios,0.00047709924,0.99952290076,1483.0,727.0,30.0,20.0,106065.0,10988.0,30.0,30.0
98,https://github.com/walletconnect/walletconnect-monorepo,https://github.com/motdotla/dotenv,0.03225806452,0.96774193548,1483.0,727.0,30.0,20.0,19352.0,860.0,4.0,0.0
99,https://github.com/walletconnect/walletconnect-monorepo,https://github.com/streetsidesoftware/cspell,0.05555555556,0.94444444444,1483.0,727.0,30.0,20.0,1285.0,104.0,30.0,6.0
100,https://github.com/walletconnect/walletconnect-monorepo,https://github.com/eslint/eslint,1.65e-05,0.9999835,1483.0,727.0,30.0,20.0,25375.0,4602.0,30.0,14.0
101,https://github.com/walletconnect/walletconnect-monorepo,https://github.com/floating-ui/floating-ui,0.0004428698,0.9995571302,1483.0,727.0,30.0,20.0,30394.0,1625.0,29.0,7.0
102,https://github.com/walletconnect/walletconnect-monorepo,https://github.com/boa-dev/boa,0.1666666667,0.8333333333,1483.0,727.0,30.0,20.0,5349.0,407.0,30.0,24.0
104,https://github.com/nomicfoundation/hardhat,https://github.com/ethers-io/ethers.js,0.28480116486,0.71519883514,7407.0,1449.0,30.0,26.0,8049.0,1891.0,30.0,30.0
106,https://github.com/nomicfoundation/hardhat,https://github.com/ethereum/solidity,0.6993667338,0.3006332662,7407.0,1449.0,30.0,26.0,23631.0,5874.0,30.0,30.0
107,https://github.com/nomicfoundation/hardhat,https://github.com/ethereum/remix-project,0.7649700751,0.2350299249,7407.0,1449.0,30.0,26.0,2533.0,1023.0,30.0,30.0
108,https://github.com/nomicfoundation/hardhat,https://github.com/ethereum/go-ethereum,0.49585948913,0.50414051087,7407.0,1449.0,30.0,26.0,48004.0,20351.0,30.0,30.0
111,https://github.com/nomicfoundation/hardhat,https://github.com/libp2p/go-libp2p,0.4845363167,0.5154636833,7407.0,1449.0,30.0,26.0,6148.0,1094.0,30.0,30.0
113,https://github.com/nomicfoundation/hardhat,https://github.com/crate-crypto/go-ipa,0.8493974652,0.1506025348,7407.0,1449.0,30.0,26.0,33.0,14.0,10.0,3.0
114,https://github.com/nomicfoundation/hardhat,https://github.com/eth-infinitism/account-abstraction,0.5300752306,0.4699247694,7407.0,1449.0,30.0,26.0,1584.0,671.0,12.0,6.0
115,https://github.com/nomicfoundation/hardhat,https://github.com/ipfs/js-ipfs,0.5537315632,0.4462684368,7407.0,1449.0,30.0,26.0,7445.0,1248.0,0.0,0.0
116,https://github.com/vyperlang/vyper,https://github.com/ethers-io/ethers.js,0.20776396241,0.79223603759,4934.0,812.0,30.0,30.0,8049.0,1891.0,30.0,30.0
117,https://github.com/vyperlang/vyper,https://github.com/prysmaticlabs/prysm,0.18678012109,0.81321987891,4934.0,812.0,30.0,30.0,3499.0,1045.0,30.0,30.0
118,https://github.com/vyperlang/vyper,https://github.com/sigp/lighthouse,0.24608728415,0.75391271585,4934.0,812.0,30.0,30.0,3009.0,781.0,30.0,30.0
119,https://github.com/vyperlang/vyper,https://github.com/nomicfoundation/hardhat,0.3782903152,0.6217096848,4934.0,812.0,30.0,30.0,7407.0,1449.0,30.0,26.0
120,https://github.com/vyperlang/vyper,https://github.com/consensys/teku,0.84809609247,0.15190390753,4934.0,812.0,30.0,30.0,693.0,301.0,30.0,17.0
122,https://github.com/vyperlang/vyper,https://github.com/ethereum/solidity,0.531332071,0.468667929,4934.0,812.0,30.0,30.0,23631.0,5874.0,30.0,30.0
123,https://github.com/vyperlang/vyper,https://github.com/ethereum/remix-project,0.65708932123,0.34291067877,4934.0,812.0,30.0,30.0,2533.0,1023.0,30.0,30.0
124,https://github.com/vyperlang/vyper,https://github.com/ethereum/go-ethereum,0.41713256666,0.58286743334,4934.0,812.0,30.0,30.0,48004.0,20351.0,30.0,30.0
126,https://github.com/vyperlang/vyper,https://github.com/bluealloy/revm,0.73376048427,0.26623951573,4934.0,812.0,30.0,30.0,1700.0,589.0,30.0,14.0
127,https://github.com/vyperlang/vyper,https://github.com/openzeppelin/openzeppelin-contracts,0.54767223756,0.45232776244,4934.0,812.0,30.0,30.0,25146.0,11857.0,30.0,30.0
128,https://github.com/vyperlang/vyper,https://github.com/supranational/blst,0.7813397063,0.2186602937,4934.0,812.0,30.0,30.0,481.0,180.0,30.0,13.0
129,https://github.com/vyperlang/vyper,https://github.com/status-im/nimbus-eth2,0.56845505407,0.43154494593,4934.0,812.0,30.0,30.0,558.0,250.0,30.0,27.0
130,https://github.com/vyperlang/vyper,https://github.com/eth-infinitism/account-abstraction,0.53799804863,0.46200195137,4934.0,812.0,30.0,30.0,1584.0,671.0,12.0,6.0
131,https://github.com/vyperlang/vyper,https://github.com/protofire/solhint,0.89035390795,0.10964609205,4934.0,812.0,30.0,30.0,1053.0,169.0,28.0,5.0
132,https://github.com/vyperlang/vyper,https://github.com/safe-global/safe-smart-account,0.5306934579,0.4693065421,4934.0,812.0,30.0,30.0,1906.0,951.0,17.0,4.0
133,https://github.com/vyperlang/vyper,https://github.com/crate-crypto/go-ipa,0.8755513583,0.1244486417,4934.0,812.0,30.0,30.0,33.0,14.0,10.0,3.0
134,https://github.com/vyperlang/vyper,https://github.com/libp2p/go-libp2p,0.34707625655,0.65292374345,4934.0,812.0,30.0,30.0,6148.0,1094.0,30.0,30.0
137,https://github.com/vyperlang/vyper,https://github.com/ipfs/js-ipfs,0.5238102409,0.4761897591,4934.0,812.0,30.0,30.0,7445.0,1248.0,0.0,0.0
138,https://github.com/vyperlang/vyper,https://github.com/ethereumjs/ethereumjs-monorepo,0.4935990019,0.5064009981,4934.0,812.0,30.0,30.0,2618.0,773.0,30.0,30.0
139,https://github.com/vyperlang/vyper,https://github.com/quic-go/quic-go,0.6871299033,0.3128700967,4934.0,812.0,30.0,30.0,10290.0,1337.0,30.0,30.0
141,https://github.com/vyperlang/vyper,https://github.com/grandinetech/grandine,0.489767206,0.510232794,4934.0,812.0,30.0,30.0,181.0,32.0,30.0,14.0
143,https://github.com/wighawag/hardhat-deploy,https://github.com/vyperlang/vyper,0.39418553024,0.60581446976,1205.0,298.0,30.0,20.0,4934.0,812.0,30.0,30.0
144,https://github.com/wighawag/hardhat-deploy,https://github.com/prysmaticlabs/prysm,0.12664522415,0.87335477585,1205.0,298.0,30.0,20.0,3499.0,1045.0,30.0,30.0
146,https://github.com/wighawag/hardhat-deploy,https://github.com/sigp/lighthouse,0.15094902701,0.84905097299,1205.0,298.0,30.0,20.0,3009.0,781.0,30.0,30.0
147,https://github.com/wighawag/hardhat-deploy,https://github.com/ethers-io/ethers.js,0.11700473312,0.88299526688,1205.0,298.0,30.0,20.0,8049.0,1891.0,30.0,30.0
148,https://github.com/wighawag/hardhat-deploy,https://github.com/nomicfoundation/hardhat,0.22218121407,0.77781878593,1205.0,298.0,30.0,20.0,7407.0,1449.0,30.0,26.0
149,https://github.com/wighawag/hardhat-deploy,https://github.com/consensys/teku,0.79611850156,0.20388149844,1205.0,298.0,30.0,20.0,693.0,301.0,30.0,17.0
151,https://github.com/wighawag/hardhat-deploy,https://github.com/ethereum/solidity,0.40620769382,0.59379230618,1205.0,298.0,30.0,20.0,23631.0,5874.0,30.0,30.0
152,https://github.com/wighawag/hardhat-deploy,https://github.com/ethereum/remix-project,0.44716418645,0.55283581355,1205.0,298.0,30.0,20.0,2533.0,1023.0,30.0,30.0
154,https://github.com/wighawag/hardhat-deploy,https://github.com/chainsafe/lodestar,0.33179281897,0.66820718103,1205.0,298.0,30.0,20.0,1224.0,311.0,30.0,30.0
155,https://github.com/wighawag/hardhat-deploy,https://github.com/wevm/viem,0.14712989147,0.85287010853,1205.0,298.0,30.0,20.0,2645.0,915.0,15.0,9.0
156,https://github.com/wighawag/hardhat-deploy,https://github.com/bluealloy/revm,0.72764967307,0.27235032693,1205.0,298.0,30.0,20.0,1700.0,589.0,30.0,14.0
157,https://github.com/wighawag/hardhat-deploy,https://github.com/openzeppelin/openzeppelin-contracts,0.18186821513,0.81813178487,1205.0,298.0,30.0,20.0,25146.0,11857.0,30.0,30.0
159,https://github.com/wighawag/hardhat-deploy,https://github.com/web3/web3.js,0.23265343415,0.76734656585,1205.0,298.0,30.0,20.0,19482.0,4992.0,30.0,20.0
160,https://github.com/wighawag/hardhat-deploy,https://github.com/ipfs/js-ipfs,0.460175076,0.539824924,1205.0,298.0,30.0,20.0,7445.0,1248.0,0.0,0.0
161,https://github.com/wighawag/hardhat-deploy,https://github.com/supranational/blst,0.60637749435,0.39362250565,1205.0,298.0,30.0,20.0,481.0,180.0,30.0,13.0
162,https://github.com/wighawag/hardhat-deploy,https://github.com/status-im/nimbus-eth2,0.3802428089,0.6197571911,1205.0,298.0,30.0,20.0,558.0,250.0,30.0,27.0
164,https://github.com/wighawag/hardhat-deploy,https://github.com/safe-global/safe-smart-account,0.3437863545,0.6562136455,1205.0,298.0,30.0,20.0,1906.0,951.0,17.0,4.0
165,https://github.com/wighawag/hardhat-deploy,https://github.com/crate-crypto/go-ipa,0.75230615655,0.24769384345,1205.0,298.0,30.0,20.0,33.0,14.0,10.0,3.0
166,https://github.com/wighawag/hardhat-deploy,https://github.com/libp2p/go-libp2p,0.2499998203,0.7500001797,1205.0,298.0,30.0,20.0,6148.0,1094.0,30.0,30.0
168,https://github.com/wighawag/hardhat-deploy,https://github.com/alloy-rs/core,0.5617978073,0.4382021927,1205.0,298.0,30.0,20.0,814.0,165.0,30.0,1.0
170,https://github.com/ethers-io/ethers.js,https://github.com/ethereum/solidity,0.71156446696,0.28843553304,8049.0,1891.0,30.0,30.0,23631.0,5874.0,30.0,30.0
172,https://github.com/ethers-io/ethers.js,https://github.com/ethereum/go-ethereum,0.69652336388,0.30347663612,8049.0,1891.0,30.0,30.0,48004.0,20351.0,30.0,30.0
173,https://github.com/ethers-io/ethers.js,https://github.com/chainsafe/lodestar,0.82102307463,0.17897692537,8049.0,1891.0,30.0,30.0,1224.0,311.0,30.0,30.0
181,https://github.com/ethers-io/ethers.js,https://github.com/clap-rs/clap,0.27272945017,0.72727054983,8049.0,1891.0,30.0,30.0,14537.0,1062.0,30.0,24.0
182,https://github.com/ethers-io/ethers.js,https://github.com/babel/babel,0.00596088863,0.99403911137,8049.0,1891.0,30.0,30.0,43344.0,5653.0,30.0,30.0
183,https://github.com/ethers-io/ethers.js,https://github.com/ajv-validator/ajv,0.06731850466,0.93268149534,8049.0,1891.0,30.0,30.0,13951.0,886.0,30.0,30.0
186,https://github.com/ethers-io/ethers.js,https://github.com/boa-dev/boa,0.29350332737,0.70649667263,8049.0,1891.0,30.0,30.0,5349.0,407.0,30.0,24.0
187,https://github.com/ethers-io/ethers.js,https://github.com/debug-js/debug,0.27534431747,0.72465568253,8049.0,1891.0,30.0,30.0,11186.0,943.0,30.0,20.0
190,https://github.com/ethers-io/ethers.js,https://github.com/crate-crypto/go-ipa,0.90119142775,0.09880857225,8049.0,1891.0,30.0,30.0,33.0,14.0,10.0,3.0
191,https://github.com/ethers-io/ethers.js,https://github.com/alloy-rs/core,0.7936509868,0.2063490132,8049.0,1891.0,30.0,30.0,814.0,165.0,30.0,1.0
192,https://github.com/ethereum/solidity,https://github.com/ethereum/remix-project,0.54372991906,0.45627008094,23631.0,5874.0,30.0,30.0,2533.0,1023.0,30.0,30.0
194,https://github.com/ethereum/solidity,https://github.com/consensys/teku,0.4302191993,0.5697808007,23631.0,5874.0,30.0,30.0,693.0,301.0,30.0,17.0
198,https://github.com/ethereum/solidity,https://github.com/alloy-rs/core,0.8449306459,0.1550693541,23631.0,5874.0,30.0,30.0,814.0,165.0,30.0,1.0
199,https://github.com/ethereum/solidity,https://github.com/bluealloy/revm,0.64414490125,0.35585509875,23631.0,5874.0,30.0,30.0,1700.0,589.0,30.0,14.0
201,https://github.com/ethereum/solidity,https://github.com/ethereum/solc-js,0.7449240806,0.2550759194,23631.0,5874.0,30.0,30.0,1466.0,478.0,30.0,14.0
202,https://github.com/ethereum/remix-project,https://github.com/ethereum/go-ethereum,0.446022952,0.553977048,2533.0,1023.0,30.0,30.0,48004.0,20351.0,30.0,30.0
203,https://github.com/ethereum/remix-project,https://github.com/consensys/teku,0.3924082984,0.6075917016,2533.0,1023.0,30.0,30.0,693.0,301.0,30.0,17.0
205,https://github.com/ethereum/remix-project,https://github.com/eth-infinitism/account-abstraction,0.6060313476,0.3939686524,2533.0,1023.0,30.0,30.0,1584.0,671.0,12.0,6.0
206,https://github.com/ethereum/remix-project,https://github.com/crate-crypto/go-ipa,0.8796806534,0.1203193466,2533.0,1023.0,30.0,30.0,33.0,14.0,10.0,3.0
207,https://github.com/ethereum/remix-project,https://github.com/alloy-rs/core,0.7621954747,0.2378045253,2533.0,1023.0,30.0,30.0,814.0,165.0,30.0,1.0
208,https://github.com/ethereum/remix-project,https://github.com/bluealloy/revm,0.5555556265,0.4444443735,2533.0,1023.0,30.0,30.0,1700.0,589.0,30.0,14.0
210,https://github.com/ethereum/go-ethereum,https://github.com/chainsafe/lodestar,0.60990454623,0.39009545377,48004.0,20351.0,30.0,30.0,1224.0,311.0,30.0,30.0
213,https://github.com/ethereum/go-ethereum,https://github.com/crate-crypto/go-ipa,0.9295851433,0.0704148567,48004.0,20351.0,30.0,30.0,33.0,14.0,10.0,3.0
214,https://github.com/ethereum/go-ethereum,https://github.com/alloy-rs/core,0.8650520632,0.1349479368,48004.0,20351.0,30.0,30.0,814.0,165.0,30.0,1.0
216,https://github.com/consensys/teku,https://github.com/chainsafe/lodestar,0.34263547081,0.65736452919,693.0,301.0,30.0,17.0,1224.0,311.0,30.0,30.0
217,https://github.com/consensys/teku,https://github.com/bluealloy/revm,0.35403204963,0.64596795037,693.0,301.0,30.0,17.0,1700.0,589.0,30.0,14.0
218,https://github.com/wevm/viem,https://github.com/nomicfoundation/hardhat,0.54507799118,0.45492200882,2645.0,915.0,15.0,9.0,7407.0,1449.0,30.0,26.0
223,https://github.com/wevm/viem,https://github.com/ethers-io/ethers.js,0.33279540163,0.66720459837,2645.0,915.0,15.0,9.0,8049.0,1891.0,30.0,30.0
224,https://github.com/wevm/viem,https://github.com/sigp/lighthouse,0.46236897654,0.53763102346,2645.0,915.0,15.0,9.0,3009.0,781.0,30.0,30.0
225,https://github.com/wevm/viem,https://github.com/ethereum/go-ethereum,0.57511063005,0.42488936995,2645.0,915.0,15.0,9.0,48004.0,20351.0,30.0,30.0
226,https://github.com/wevm/viem,https://github.com/chainsafe/lodestar,0.67358756369,0.32641243631,2645.0,915.0,15.0,9.0,1224.0,311.0,30.0,30.0
229,https://github.com/wevm/viem,https://github.com/openzeppelin/openzeppelin-contracts,0.67661340324,0.32338659676,2645.0,915.0,15.0,9.0,25146.0,11857.0,30.0,30.0
231,https://github.com/wevm/viem,https://github.com/ethereum/solidity,0.60814465527,0.39185534473,2645.0,915.0,15.0,9.0,23631.0,5874.0,30.0,30.0
233,https://github.com/wevm/viem,https://github.com/ethereum/remix-project,0.6615670996,0.3384329004,2645.0,915.0,15.0,9.0,2533.0,1023.0,30.0,30.0
235,https://github.com/wevm/viem,https://github.com/supranational/blst,0.7743176703,0.2256823297,2645.0,915.0,15.0,9.0,481.0,180.0,30.0,13.0
236,https://github.com/wevm/viem,https://github.com/status-im/nimbus-eth2,0.5753128448,0.4246871552,2645.0,915.0,15.0,9.0,558.0,250.0,30.0,27.0
237,https://github.com/wevm/viem,https://github.com/eth-infinitism/account-abstraction,0.5814180728,0.4185819272,2645.0,915.0,15.0,9.0,1584.0,671.0,12.0,6.0
238,https://github.com/wevm/viem,https://github.com/safe-global/safe-smart-account,0.5667989306,0.4332010694,2645.0,915.0,15.0,9.0,1906.0,951.0,17.0,4.0
242,https://github.com/wevm/viem,https://github.com/alloy-rs/core,0.7194247952,0.2805752048,2645.0,915.0,15.0,9.0,814.0,165.0,30.0,1.0
243,https://github.com/chainsafe/lodestar,https://github.com/bluealloy/revm,0.73599242927,0.26400757073,1224.0,311.0,30.0,30.0,1700.0,589.0,30.0,14.0
244,https://github.com/chainsafe/lodestar,https://github.com/alloy-rs/core,0.7621954747,0.2378045253,1224.0,311.0,30.0,30.0,814.0,165.0,30.0,1.0
245,https://github.com/openzeppelin/openzeppelin-contracts,https://github.com/consensys/teku,0.84499659305,0.15500340695,25146.0,11857.0,30.0,30.0,693.0,301.0,30.0,17.0
